text,Software,Hardware,Vulnerability
"['Iranian nation-state actors have been observed using a previously undocumented command-and-control (C2) framework called MuddyC2Go as part of attacks targeting Israel.', '""The framework\'s web component is written in the Go programming language,"" Deep Instinct security researcher Simon Kenin said in a technical report published Wednesday.', ""The tool has been attributed to MuddyWater, an Iranian state-sponsored hacking crew that's affiliated to the country's Ministry of Intelligence and Security (MOIS)."", 'The cybersecurity firm said the C2 framework may have been put to use by the threat actor since early 2020, with recent attacks leveraging it in place of PhonyC2, another custom C2 platform from MuddyWater that came to light in June 2023 and has had its source code leaked.', 'Typical attack sequences observed over the years have involved sending spear-phishing emails bearing malware-laced archives or bogus links that lead to the deployment of legitimate remote administration tools.', 'The installation of the remote administration software paves the way for the delivery of additional payloads, including PhonyC2.', ""MuddyWater's modus operandi has since received a facelift, using password-protected archives to evade email security solutions and distributing an executable instead of a remote administration tool."", '""This executable contains an embedded PowerShell script that automatically connects to MuddyWater\'s C2, eliminating the need for manual execution by the operator,"" Kenin explained.', 'The MuddyC2Go server, in return, sends a PowerShell script, which runs every 10 seconds and waits for further commands from the operator.', ""While the full extent of MuddyC2Go's features are unknown, it's suspected to be a framework that's responsible for generating PowerShell payloads in order to conduct post-exploitation activities."", '""We recommend disabling PowerShell if it is not needed,"" Kenin said. ""If it is enabled, we recommend close monitoring of PowerShell activity.""', 'Sign up for free and start receiving your daily dose of cybersecurity news, insights and tips.']","['Mu', 'MuddyWater', 'Go programming language', 'PowerShell', 'PhonyC', 'C', 'Deep Instinct', 'MuddyC2Go']","['MuddyC', 'MuddyWater', 'remote administration', 'remote administration software', 'PowerShell', 'legitimate remote administration', 'cyecurity', 'which', 'cybersecurity news', 'PhonyC', 'C', 'Deep Instinct', 'MuddyC2Go', 'Deep Instinct security']","['MuC', 'Mu', 'remote administration', 'Phony', '##ShellShell activity', '##ybersecurity', 'Deep Inst']"
"['The U.S. Cybersecurity and Infrastructure Security Agency (CISA) on Wednesday added a high-severity flaw in the Service Location Protocol (SLP) to its Known Exploited Vulnerabilities (KEV) catalog, citing evidence of active exploitation.', 'Tracked as CVE-2023-29552 (CVSS score: 7.5), the issue relates to a denial-of-service (DoS) vulnerability that could be weaponized to launch massive DoS amplification attacks.', 'It was disclosed by Bitsight and Curesec earlier this April.', '""The Service Location Protocol (SLP) contains a denial-of-service (DoS) vulnerability that could allow an unauthenticated, remote attacker to register services and use spoofed UDP traffic to conduct a denial-of-service (DoS) attack with a significant amplification factor,"" CISA said.', 'SLP is a protocol that allows systems on a local area network (LAN) to discover each other and establish communications.', 'The exact details surrounding the nature of exploitation of the flaw are currently unknown, but Bitsight previously warned that the shortcoming could be exploited to stage DoS attacks with a high amplification factor.', '""This extremely high amplification factor allows for an under-resourced threat actor to have a significant impact on a targeted network and/or server via a reflection DoS amplification attack,"" it said.', 'In light of real-world attacks employing the flaw, federal agencies are required to apply the necessary mitigations, including disabling the SLP service on systems running on untrusted networks, by November 29, 2023, to secure their networks against potential threats.', 'Sign up for free and start receiving your daily dose of cybersecurity news, insights and tips.']","['Cure', 'CVSS', 'SLP', 'Bit', 'Bitsight', 'server']","['Cure', 'denial-of-service', 'server', 'DoS', 'DoS attacks', 'cyecurity', 'cybersecurity news', 'SLP', 'Service Location Protocol', 'Curesec']","['reflection DoS amlification', '##ybersecurity', 'amlification attacks', 'sed UDP traffic']"
"[""Cybersecurity researchers have developed what's the first fully undetectable cloud-based cryptocurrency miner leveraging the Microsoft Azure Automation service without racking up any charges."", ""Cybersecurity company SafeBreach said it discovered three different methods to run the miner, including one that can be executed on a victim's environment without attracting any attention."", '""While this research is significant because of its potential impact on cryptocurrency mining, we also believe it has serious implications for other areas, as the techniques could be used to achieve any task that requires code execution on Azure,"" security researcher Ariel Gamrian said in a report shared with The Hacker News.', 'The study mainly set out to identify an ""ultimate crypto miner"" that offers unlimited access to computational resources, while simultaneously requiring little-to-no maintenance, is cost-free, and undetectable.', ""That's where Azure Automation comes in. Developed by Microsoft, it's a cloud-based automation service that allows users to automate the creation, deployment, monitoring, and maintenance of resources in Azure."", ""SafeBreach said it found a bug in the Azure pricing calculator that made it possible to execute an infinite number of jobs totally free of charge, although it relates to the attacker's environment itself. Microsoft has since issued a fix for the problem."", 'An alternative method entails creating a test-job for mining, followed by setting its status as ""Failed,"" and then creating another dummy test-job by taking advantage of the fact that only one test can run at the same time.', 'The end result of this flow is that it completely hides code execution within the Azure environment.', 'A threat actor could leverage these methods by establishing a reverse shell towards an external server and authenticating to the Automation endpoint to achieve their goals.', ""Furthermore, it was found that code execution could be achieved by leveraging Azure Automation's feature that allows users to upload custom Python packages."", '""We could create a malicious package named \'pip\' and upload it to the Automation Account,"" Gamrian explained.', '""The upload flow would replace the current pip in the Automation account. After our custom pip was saved in the Automation account, the service used it every time a package was uploaded.""', ""SafeBreach has also made available a proof-of-concept dubbed CloudMiner that's designed to get free computing power within Azure Automation service by using the Python package upload mechanism."", 'Microsoft, in response to the disclosures, has characterized the behavior as ""by design,"" meaning the method can still be exploited without getting charged.', 'While the scope of the research is limited to the abuse of Azure Automation for cryptocurrency mining, the cybersecurity firm warned that the same techniques could be repurposed by threat actors to achieve any task that requires code execution on Azure.', '""As cloud provider customers, individual organizations must proactively monitor every single resource and every action being performed within their environment,"" Gamrian said.', '""We highly recommend that organizations educate themselves about the methods and flows malicious actors may use to create undetectable resources and proactively monitor for code execution indicative of such behavior.""', 'Sign up for free and start receiving your daily dose of cybersecurity news, insights and tips.']","['Hacker News', 'mine', 'code', 'Microsoft Azure', 'pip', 'Azure', 'by', '##zure', 'SafeBreach', 'Azure Automation', 'Gamrian', 'crypto miner', 'Automation', 'server']","['cyecurity', 'Azure', 'miner', 'Automation endpoint', 'Gamrian', 'Cloud', 'cybersecurity news', 'method', 'code execution', 'time', 'environment', 'Azure pricing calculator', 'Microsoft Azure Automation', 'Azure Automation', 'CloudMiner', 'test-job', 'Microsoft Azure Auto', 'crypto miner', 'cryptocurrency mining', 'crypto mine', 'Automation']","['hides execution', 'mine', 'reverse shell', 'dummy test job', 'pip', 'crypto mine', '##amrian', '##ybersecurity', 'code execution', '##oc', 'Cloud', 'Automation', 'bug', 'undetectable resources', 'mining']"
"['Meta-owned WhatsApp is officially rolling out a new privacy feature in its messaging service called ""Protect IP Address in Calls"" that masks users\' IP addresses to other parties by relaying the calls through its servers.', '""Calls are end-to-end encrypted, so even if a call is relayed through WhatsApp servers, WhatsApp cannot listen to your calls,"" the company said in a statement shared with The Hacker News.', ""The core idea is to make it harder for bad actors in the call to infer a user's location by securely relaying the connection through WhatsApp servers. However, a tradeoff to enabling the privacy option is a slight dip in call quality."", ""Viewed in that light, it's akin to Apple's iCloud Private Relay, which adds an anonymity layer by routing users' Safari browsing sessions through two secure internet relays."", 'It\'s worth noting that the ""Protect IP Address in Calls"" feature has been under development since at least late August 2023, as reported earlier by WABetaInfo.', '""With this feature enabled, all your calls will be relayed through WhatsApp\'s servers, ensuring that other parties in the call cannot see your IP address and subsequently deduce your general geographical location,"" WhatsApp said.', '""This new feature provides an additional layer of privacy and security particularly geared towards our most privacy-conscious users.""', 'The feature builds upon a previously announced privacy feature referred to as ""Silence Unknown Callers,"" which aims to not only protect users from unwanted contact but also minimize the risk of zero-click attacks and spyware.', ""WhatsApp's implementation of silenced calls involves the use of a custom protocol that's designed to reduce the processing of attacker-controlled data by incorporating what's called a privacy token."", '""When a call is placed, the caller includes the privacy token of the recipient in the protocol message,"" the company explained. ""Next, the server checks the token\'s validity along with a few other factors to determine if the intended recipient allows this sender to ring them.', '""Crucially, for our user\'s privacy, the server does not learn anything about the exact relationship between the caller and the recipient from the token. With our design of this feature, calling becomes a much less attractive vector for attackers.""', 'Sign up for free and start receiving your daily dose of cybersecurity news, insights and tips.']","['Callers', 'WhatsApp', 'iCloud', 'WhatsApp servers', 'security', 'server', 'Safari']","['privacy token', 'quality', 'Protect IP Address in Calls', 'Safari', 'i', 'IP Address', 'Silence Unknown Callers', 'cybersecurity news', 'cyecurity', 'new feature', 'Silence Unknown', 'caller', 'silence', 'IP address', 'WhatsApp']","['IP Address in Calls', 'masks', 'Silence Unknown Callers click attacks', '##ony', 'privacy', '##ybersecurity', 'silenced calls']"
"['A new set of malicious Python packages has slithered their way to the Python Package Index (PyPI) repository with the ultimate aim of stealing sensitive information from compromised developer systems.', 'The packages masquerade as seemingly innocuous obfuscation tools, but harbor a piece of malware called BlazeStealer, Checkmarx said in a report shared with The Hacker News.', '""[BlazeStealer] retrieves an additional malicious script from an external source, enabling a Discord bot that gives attackers complete control over the victim\'s computer,"" security researcher Yehuda Gelb said.', 'The campaign, which commenced in January 2023, entails a total of eight packages named Pyobftoexe, Pyobfusfile, Pyobfexecute, Pyobfpremium, Pyobflite, Pyobfadvance, Pyobfuse, and pyobfgood, the last of which was published in October.', 'These modules come with setup.py and init.py files that are designed to retrieve a Python script hosted on transfer[.]sh, which gets executed immediately upon their installation.', 'Called BlazeStealer, the malware runs a Discord bot and enables the threat actor to harvest a wide range of information, including passwords from web browsers and screenshots, execute arbitrary commands, encrypt files, and deactivate Microsoft Defender Antivirus on the infected host.', ""What's more, it can render the computer unusable by ramping up CPU usage, inserting a Windows Batch script in the startup directory to shut down the machine, and even forcing a blue screen of death (BSoD) error."", '""It stands to reason that developers engaged in code obfuscation are likely dealing with valuable and sensitive information, and therefore, to a hacker, this translates to a target worth pursuing,"" Gelb noted.', 'A majority of downloads associated with the rogue packages originated from the U.S., followed by China, Russia, Ireland, Hong Kong, Croatia, France, and Spain. They were collectively downloaded 2,438 times before being taken down.', '""The open-source domain remains a fertile ground for innovation, but it demands caution,"" Gelb said. ""Developers must remain vigilant, and vet the packages prior to consumption.""', 'The development comes as software supply chain security firm Phylum discovered a collection of crypto-themed npm modules – puma-com, erc20-testenv, blockledger, cryptotransact, and chainflow – with capabilities to stealthily deliver a next-stage malware.', ""In recent years, open-source repositories have emerged as a lucrative way for threat actors to spread malware. According to Phylum's Evolution of Software Supply Chain Security Report for Q3 2023, 13,708 packages across multiple ecosystems were found to execute suspicious code during installation."", '""1,481 packages surreptitiously downloaded and executed code from a remote source,"" the company said last month. ""10,201 packages referenced known malicious URLs, [and] 2,598 typosquat packages were identified.""', 'Sign up for free and start receiving your daily dose of cybersecurity news, insights and tips.']","['Python', 'hacker', 'The Hacker News', 'BlazeStealer', 'open - source', 'downloads', 'Discord', 'Microsoft Defender Antivirus', 'blockledger', 'Pyobftoexe', 'blue screen of death', 'Windows', 'downloaded']","['cyecurity', 'open - source domain', 'Pyobfgood', 'puma-com', 'Software Supply Chain', 'hacker', 'BlazeS', 'BlazeStealer', 'cybersecurity news', 'blue screen of death', 'host', 'Pyobfexecute', 'CPU', 'Pyobfflite', 'which', 'Pyobftoexe', 'Pyobfadvance', 'rogue', 'typosquat', 'Python', 's', 'Pyobfuse', 'open-source', 'transfer[.]sh', 'downloads', 'npm', 'Pyobfpremium']","['suspicious code', 'transfer sh', 'Discord', '- sourceelb', '##ybersecurity', 'BS', 'code obfuscation', 'rogue', 'typosquat']"
"['Download the free guide, ""It\'s a Generative AI World: How vCISOs, MSPs and MSSPs Can Keep their Customers Safe from Gen AI Risks.""', 'ChatGPT now boasts anywhere from 1.5 to 2 billion visits per month. Countless sales, marketing, HR, IT executive, technical support, operations, finance and other functions are feeding data prompts and queries into generative AI engines. They use these tools to write articles, create content, compose emails, answer customer questions and generate plans and strategies.', 'However, gen AI usage is happening far in advance of efforts to implement safeguards and cybersecurity constraints. Three primary areas of security concern associated with generative AI are: sensitive data included in gen AI scripts, outcomes produced by these tools that may put an organization at risk, and potential hazards related to utilizing third-party generative AI tools.', 'Unchecked AI usage in organizations can lead to:', ""The solution, though, is not to stop the use of generative AI. Some may try that approach, but it is destined to fail. MSPs, MSSP and vCISOs should be proactive in bringing these security concerns to the attention of their clients. That's what they expect from a true partner."", 'Staying ahead of emerging threats, vCISO platform provider Cynomi now offers a free guide providing instructions and tips on the immediate actions MSPs, MSSPs and virtual CISOs should take to protect their customers from gen AI associated risks. The guide helps security service providers in the task of raising awareness of the dangers posed by generative AI and an easy way to instruct customers on the processes and tools they should implement to safely use gen AI.', 'This guide offers vCISOs, MSPs and MSSPs a way to:', 'The guide, ""It\'s a Generative AI World: How vCISOs, MSPs and MSSPs Can Keep Their Customers Safe from Gen AI Risks,"" offers service providers something they can immediately put to use to raise awareness to gen-AI related threats among their customers and shield them from the negative consequences of gen AI implementations.', 'Download the free guide.', 'Sign up for free and start receiving your daily dose of cybersecurity news, insights and tips.']","['free', 'AI', 'AI usage', 'v', 'Down', 'free guide']","['Unchecked AI', 'vCISOs', 'ChatGPT', 'AI usage', 'Gen AI', 'platform', 'v', 'cyecurity', 'cybersecurity news', 'Cha', 'guide', 'gen AI', 'vCI', 'free guide']","['AI', 'gen - AI', 'Gene AI', 'AI usage', 'Gen AI', 'gen AI usage', '##ybersecurity', '##CI', 'gen AI', 'Unchecked AI usage']"
"[""SaaS applications make up 70% of total company software usage, and as businesses increase their reliance on SaaS apps, they also increase their reliance on those applications being secure. These SaaS apps store an incredibly large volume of data so safeguarding the organization's SaaS app stack and data within is paramount. Yet, the path to implementing an effective SaaS security program is not straightforward."", 'There are numerous potential attack vectors. Security teams need to handle the challenge of gaining control over a diverse range of applications, each having its own unique characteristics. Additionally, the SaaS app environments are dynamic and the proactive configurations needing adjustments from updates, onboarding, deprovisioning, changing roles and permissions and much more, is endless.', ""If that's not enough complexity, these applications are managed by various business departments, making it impractical for the security team to exercise complete control."", ""Join us for an informative webinar with Adaptive Shield's Award-Winning, Senior Director of Customer Success, Effie Mansdorf, where you will learn the essential steps to successfully implement a robust SaaS security program."", 'In this latest upcoming webinar, you will learn about:', '', 'Sign up for free and start receiving your daily dose of cybersecurity news, insights and tips.']","['Adaptive Shield', 'applications', 'SaaS applications', 'webinar', 'app', 'A', 'SaaS apps', 'SaaS app stack', 'web']","['Adaptive Shield', 'webinar', 'security team', 'A', 'cyecurity', 'cybersecurity news', 'onboarding', 'SaaS']","['##ybersecurity', 'security team']"
"['Cybersecurity researchers have unmasked a prolific threat actor known as farnetwork, who has been linked to five different ransomware-as-a-service (RaaS) programs over the past four years in various capacities.', 'Singapore-headquartered Group-IB, which attempted to infiltrate a private RaaS program that uses the Nokoyawa ransomware strain, said it underwent a ""job interview"" process with the threat actor, learning several valuable insights into their background and role within those RaaS programs.', '""Throughout the threat actor\'s cybercriminal career, which began in 2019, farnetwork has been involved in several connected ransomware projects, including JSWORM, Nefilim, Karma, and Nemty, as part of which they helped develop ransomware and manage the RaaS programs before launching their own RaaS program based on Nokoyawa ransomware,"" Nikolay Kichatov, threat intelligence analyst at Group-IB, said.', ""The latest disclosure comes nearly six months after the cybersecurity company penetrated the Qilin RaaS gang, uncovering details about the affiliates' payment structure and the inner workings of the RaaS program."", 'Farnetwork is known to operate under several aliases such as farnetworkit, farnetworkl, jingo, jsworm, piparkuka, and razvrat on different underground forums like RAMP, initially advertising a remote access trojan referred to as RazvRAT as a vendor.', 'In 2022, besides shifting focus to Nokoyawa, the Russian-speaking individual is said to have launched their own botnet service to provide affiliates with access to compromised corporate networks.', ""Since the start of the year, farnetwork has been linked to recruitment efforts for the Nokoyawa RaaS program, asking potential candidates to facilitate privilege escalation using stolen corporate account credentials and deploy the ransomware to encrypt a victim's files, and then demand payment in return for the decryption key."", 'The credentials are sourced from information stealer logs sold on underground markets, where in other threat actors obtain initial access to target endpoints by distributing off-the-shelf stealer malware like RedLine that are, in turn, pushed through phishing and malvertising campaigns.', ""It's worth noting that some of the credentials provided by farnetwork first appeared in Underground Clouds of Logs, a service that gives access to compromised confidential information obtained through information stealers."", 'The RaaS model allows affiliates to receive 65% of the ransom amount and the botnet owner to receive 20%. The ransomware developer, on the other hand, receives 15% of the total share, a number that could drop further down to 10%.', '""From the affiliate\'s perspective, this introduces a novel approach as they are not required to get initial access to corporate networks themselves, they can leverage the access that has already been provided by the RaaS manager,"" Group-IB\'s Threat Intelligence team told The Hacker News.', '""While this decreases the percentage of the payout that an affiliate receives, it enhances ransomware operators\' efficiency and speed. Farnetwork\'s botnet is used to gain access to corporate networks, effectively replacing the role of initial access brokers.""', 'Nokoyawa has since ceased its operations as of October 2023, although Group-IB said there is a high probability that farnetwork would resurface under a different name and with a new RaaS program.', '""Farnetwork is an experienced and highly skilled threat actor,"" Kichatov said, describing the threat actor as one of the ""most active players of the RaaS market.""', 'Sign up for free and start receiving your daily dose of cybersecurity news, insights and tips.']","['Farnetwork', 'Hacker News', 'Karma', 'Far', 'Underground Clouds of Logs', 'developer', 'farwork', 'RedLine', 'farnetwork']","['affiliates', 'ransomware', 'cyecurity', 'Underground Clouds of Lo', 'cybersecurity news', 'endpoints', 'JS', 'ransomware-as-a-service', 'Qilin', 'RazvRAT', 'RaaS', 'farnetwork', 'Threat Intelligence', 'No', 'Nokoya', 'threat actor', 'Underground Clouds of Logs', 'Nokoyawa', 'actor']","['information steal', 'privilege escalation', '##ybersecurity', 'farnetwork']"
"[""While intended for convenience and efficient communication, email auto-forwarding rules can inadvertently lead to the unauthorized dissemination of sensitive information to external entities, putting confidential data at risk of exposure to unauthorized parties. Wing Security (Wing), a SaaS security company, announced yesterday that their SaaS shadow IT discovery methods now include a solution that solves for auto-email forwarding as well. While Wing's shadow IT solution is offered as a free tool that can be onboarded and used as a self-service, users willing to upgrade will be able to enjoy the company's new Gmail and Outlook integrations, which broaden the company's discovery capabilities and extend their data security features."", 'Auto-forwarding emails is a great way to save time on repetitive tasks and are therefore very popular among employees who regularly collaborate and share information with external business partners. Risk examples include:', '', '', ""For several reasons, it is essential for organizations to uncover SaaS Shadow IT applications. Shadow IT refers to the unauthorized use of IT systems within an organization, often for the sake of convenience or efficiency, without the explicit approval of the IT department. There are some SaaS applications that may pose significant risks to the organization's security, compliance, and overall efficiency:"", '', '', ""Wing's SaaS discovery entails the systematic identification, categorization, and analysis of an organization's SaaS usage to mitigate shadow IT risks. The company offers three distinct and non-intrusive discovery methods: Connecting to organizations' major SaaS applications (e.g., Google Drive, Salesforce, Slack, and others) to identify connected applications, scanning endpoints for SaaS signature hits and cross-checking them with Wing's extensive SaaS database of over 280,000 SaaS records. Their third and newly introduced capability involves connecting to business emails and conducting scans to detect clear indications of SaaS usage. Wing emphasizes that knowing is just the first step in solving and therefore offers customers the means to remediate and eliminate risky shares directly within their platform."", 'Sign up for free and start receiving your daily dose of cybersecurity news, insights and tips.']","['Auto - forwarding', 'Shadow IT', 'Google Drive', 'Salesforce', 'SaaS applications', 'A', 'Gmail', 'Outlook', 'shadow IT', 'SaaS', 'Slack']","['Shadow IT', 'endpoints', 'A', 'platform', 'cyecurity', 'cybersecurity news', 'Auto -', 'shadow IT', 'SaaS', 'Auto-forwarding emails']","['Shadow IT', 'email auto - forwarding', 'Auto - forwarding emails', 'shadow IT risks', '##ybersecurity', 'auto-email forwarding']"
"['The North Korea-linked nation-state group called BlueNoroff has been attributed to a previously undocumented macOS malware strain dubbed ObjCShellz.', ""Jamf Threat Labs, which disclosed details of the malware, said it's used as part of the RustBucket malware campaign, which came to light earlier this year."", '""Based on previous attacks performed by BlueNoroff, we suspect that this malware was a late stage within a multi-stage malware delivered via social engineering,"" security researcher Ferdous Saljooki said in a report shared with The Hacker News.', 'BlueNoroff, also tracked under the names APT38, Nickel Gladstone, Sapphire Sleet, Stardust Chollima, and TA444, is a subordinate element of the infamous Lazarus Group that specializes in financial crime, targeting banks and the crypto sector as a way to evade sanctions and generate illicit profits for the regime.', ""The development arrives days after Elastic Security Labs disclosed the Lazarus Group's use of a new macOS malware called KANDYKORN to target blockchain engineers."", ""Also linked to the threat actor is a macOS malware referred to as RustBucket, an AppleScript-based backdoor that's designed to retrieve a second-stage payload from an attacker-controlled server."", 'In these attacks, prospective targets are lured under the pretext of offering them investment advice or a job, only to kick-start the infection chain by means of a decoy document.', 'ObjCShellz, as the name suggests, is written in Objective-C that functions as a ""very simple remote shell that executes shell commands sent from the attacker server.""', '""We don\'t have details of who it was officially used against,"" Jaron Bradley, director at Jamf Threat Labs, told The Hacker News. ""But given attacks that we\'ve seen this year, and the name of the domain that the attackers created, it was likely used against a company that works in the crypto currency industry or works closely with it.""', ""The exact initial access vector for the attack is currently not known, although it's suspected that the malware is delivered as a post-exploitation payload to manually run commands on the hacked machine."", '""Although fairly simple, this malware is still very functional and will help attackers carry out their objectives,"" Saljooki said.', 'The disclosure also comes as North Korea-sponsored groups like Lazarus are evolving and reorganizing to share tools and tactics among each other, blurring the boundaries, even as they continue to build bespoke malware for Linux and macOS.', '""It is believed the actors behind [the 3CX and JumpCloud] campaigns are developing and sharing a variety of toolsets and that further macOS malware campaigns are inevitable,"" SentinelOne security researcher Phil Stokes said last month.', 'North Korea\'s hacking spree has also prompted the U.S., South Korea, and Japan to join hands and establish a trilateral high-level cyber consultative group, primarily to combat ""cyber activities that are abused as a major source of funding for North Korea\'s weapons development.""', 'Sign up for free and start receiving your daily dose of cybersecurity news, insights and tips.']","['Hacker News', 'The', 'ObjCShellz', 'Threat Labs', 'shell', 'infection', 'macOS', 'hacking', 'Linux', '##ware', 'RustB', 'blockchain']","['decoy document', 'Saljooki', 'RustBucket malware', 'ObjCShellz', 'Elastic Security Labs', 'cyecurity', 'infection', 'OjCS', 'cybersecurity news', 'BlueNoroff', 'macOS', 'Stardust Chollima', 'Jamf', 'RustBucket', 'Jamf Threat', 'Jump', 'access vector']","['malware', '##pto', '##CS', 'KAN', '##ybersecurity', 'R', 'ha', '##coy document', 'maware']"
"['A new variant of the GootLoader malware called GootBot has been found to facilitate lateral movement on compromised systems and evade detection.', '""The GootLoader group\'s introduction of their own custom bot into the late stages of their attack chain is an attempt to avoid detections when using off-the-shelf tools for C2 such as CobaltStrike or RDP,"" IBM X-Force researchers Golo Mühr and Ole Villadsen said.', '""This new variant is a lightweight but effective malware allowing attackers to rapidly spread throughout the network and deploy further payloads.""', ""GootLoader, as the name implies, is a malware capable of downloading next-stage malware after luring potential victims using search engine optimization (SEO) poisoning tactics. It's linked to a threat actor tracked as Hive0127 (aka UNC2565)."", 'The use of GootBot points to a tactical shift, with the implant downloaded as a payload after a Gootloader infection in lieu of post-exploitation frameworks such as CobaltStrike.', 'Described as an obfuscated PowerShell script, GootBot is designed to connect to a compromised WordPress site for command and control and receive further commands.', 'Complicating matters further is the use of a unique hard-coded C2 server for each deposited GootBot sample, making it difficult to block malicious traffic.', '""Currently observed campaigns leverage SEO-poisoned searches for themes such as contracts, legal forms, or other business-related documents, directing victims to compromised sites designed to look like legitimate forums where they are tricked into downloading the initial payload as an archive file,"" the researchers said.', ""The archive file incorporates an obfuscated JavaScript file, which, upon execution, fetches another JavaScript file that's triggered via a scheduled task to achieve persistence."", ""In the second stage, JavaScript is engineered to run a PowerShell script for gathering system information and exfiltrating it to a remote server, which, in turn, responds with a PowerShell script that's run in an infinite loop and grants the threat actor to distribute various payloads."", 'This includes GootBot, which beacons out to its C2 server every 60 seconds to fetch PowerShell tasks for execution and transmit the results of the execution back to the server in the form of HTTP POST requests.', 'Some of the other capabilities of GootBot range from reconnaissance to carrying out lateral movement across the environment, effectively expanding the scale of the attack.', '""The discovery of the Gootbot variant highlights the lengths to which attackers will go to evade detection and operate in stealth,"" the researchers said. ""This shift in TTPs and tooling heightens the risk of successful post-exploitation stages, such as GootLoader-linked ransomware affiliate activity.""', 'Sign up for free and start receiving your daily dose of cybersecurity news, insights and tips.']","['Gootload', 'PowerShell', 'per', 'Go', 'Gootbot', 'GootL', 'GootB', 'GootLoader', 'WordPress', 'server', 'GootBot', 'archive file', 'IBM X - Force']","['malware', 'PowerShell', 'persistence', 'cyecurity', 'Gootbot', 'which', 'cybersecurity news', 'lightweight', 'GootLoader', 'command', 'C2', 'GootBot', 'archive file', 'CobaltStrike', 'IBM X - Force']","['infinite loop', 'obfuscated', 'HP P', 'SEO poisoned', 'ofuscated PowerShell script', 'obfuscated JavaScript', '##ybersecurity', 'Gootloader infection', 'beacon']"
